publication_title,pdf_title,pdf_url,publication_url,publication_type,date
Place Database,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/place-database-lla180105.pdf,https://www.lincolninst.edu/publications/articles/place-database/,Articles,
Land LinesJanuary 2018,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-january-2018-full_0.pdf,https://www.lincolninst.edu/publications/issues/land-lines-january-2018/,Issues,January 2018
Improving the Property Tax by Expanding Options for Monthly Payments,Download PDF,https://go.lincolninst.edu/langley-wp18al1_0.pdf,https://www.lincolninst.edu/publications/working-papers/improving-property-tax-expanding-options-monthly-payments/,Working Papers,"January 2018, English"
Asymmetry in Municipal Government Responses in Growing vs. Shrinking Counties with Focus on Capital Spending,Download PDF,https://go.lincolninst.edu/das_wp17bd1.pdf,https://www.lincolninst.edu/publications/working-papers/asymmetry-in-municipal-government-responses-in-growing-vs-shrinking/,Working Papers,"November 2017, English"
An Evaluation Framework for the Use of Scenarios in Urban Planning,Download PDF,https://go.lincolninst.edu/goodspeed_wp17rg1.pdf,https://www.lincolninst.edu/publications/working-papers/evaluation-framework-use-scenarios-in-urban-planning/,Working Papers,"November 2017, English"
Mensaje del presidente,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mensaje-del-presidente-lla171001sp.pdf,https://www.lincolninst.edu/publications/articles/mensaje-del-presidente-11/,Articles,
Mensaje del presidente emérito,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mensaje-del-presidente-emerito-lla171002sp.pdf,https://www.lincolninst.edu/publications/articles/mensaje-del-presidente-emerito/,Articles,
Tasación virtual,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/tasacion-virtual-lla171003sp.pdf,https://www.lincolninst.edu/publications/articles/tasacion-virtual/,Articles,
La revolución de los drones,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/la-revolucion-de-los-drones-lla171004sp.pdf,https://www.lincolninst.edu/publications/articles/la-revolucion-los-drones/,Articles,
Ciudades esponja y el hábitat del panda,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/ciudades-esponja-lla171005sp.pdf,https://www.lincolninst.edu/publications/articles/ciudades-esponja-el-habitat-del-panda/,Articles,
Ciudades esponja y el hábitat del panda,www.demographia.com/db-worldua.pdf,http://www.demographia.com/db-worldua.pdf,https://www.lincolninst.edu/publications/articles/ciudades-esponja-el-habitat-del-panda/,Articles,
Tecnología en la ciudad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/tecnologia-ciudad-lla171006sp_0.pdf,https://www.lincolninst.edu/publications/articles/tecnologia-en-la-ciudad/,Articles,
Nuevo enfoque en políticas de suelo del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nuevo-revitalizar-lla171007sp.pdf,https://www.lincolninst.edu/publications/articles/nuevo-enfoque-en-politicas-suelo-del-instituto-lincoln/,Articles,
Investing in Collections Software to Allow for Monthly Property Tax Payments,Download PDF,https://go.lincolninst.edu/reitano_wp17vr1.pdf,https://www.lincolninst.edu/publications/working-papers/investing-in-collections-software-allow-monthly-property-tax-payments/,Working Papers,"October 2017, English"
The Development of Copycat Towns in China,Download PDF,https://go.lincolninst.edu/sui_wp17ds1.pdf,https://www.lincolninst.edu/publications/working-papers/development-copycat-towns-in-china/,Working Papers,"October 2017, English"
Message from the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/presidents-message-lla171001.pdf,https://www.lincolninst.edu/publications/articles/message-president-18/,Articles,
Message from the President Emeritus,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/message-president-emeritus-lla171002.pdf,https://www.lincolninst.edu/publications/articles/message-president-emeritus/,Articles,
Virtual Valuation,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/virtual-valuation-lla171003.pdf,https://www.lincolninst.edu/publications/articles/virtual-valuation/,Articles,
The Drone Revolution,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/drone-revolution-lla171004.pdf,https://www.lincolninst.edu/publications/articles/drone-revolution/,Articles,
Sponge Cities and Panda Habitat,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/sponge-cities-panda-habitat-lla171005.pdf,https://www.lincolninst.edu/publications/articles/sponge-cities-panda-habitat/,Articles,
City Tech,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/city-tech-lla171006_0.pdf,https://www.lincolninst.edu/publications/articles/city-tech-7/,Articles,
New Lincoln Institute Policy Focus Report,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/announce-revitalizing-americas-smaller-legacy-cities-lla171007.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-policy-focus-report-7/,Articles,
Land LinesOctober 2017,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-october-2017-full.pdf,https://www.lincolninst.edu/publications/issues/land-lines-october-2017/,Issues,October 2017
Una hacienda local pobre,Download PDF,https://go.lincolninst.edu/unda_wp17mu1sp.pdf,https://www.lincolninst.edu/publications/working-papers/una-hacienda-local-pobre/,Working Papers,"October 2017, Spanish"
Reinventing Development Regulations,Download PDF,https://go.lincolninst.edu/reinventing-development-regulations-full.pdf,https://www.lincolninst.edu/publications/books/reinventing-development-regulations/,Books,"October 2017, English"
The Future of U.S. Public School Revenue from the Property Tax,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-02/pqbyw1/153411/166740084849eQLk3Y/future_us_public_school_revenue_policy_brief_0.pdf,https://www.lincolninst.edu/publications/policy-briefs/future-us-public-school-revenue-property-tax/,Policy Briefs,"September 2017, English"
Institutional Innovation and Rural Land Reform in China,Download PDF,https://go.lincolninst.edu/lejano_wp17rl1.pdf,https://www.lincolninst.edu/publications/working-papers/institutional-innovation-rural-land-reform-in-china/,Working Papers,"September 2017, English"
Mensaje del presidente,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mensaje-del-presidente-lla170701sp.pdf,https://www.lincolninst.edu/publications/articles/mensaje-del-presidente-10/,Articles,
Revitalizar las antiguas ciudades industriales más pequeñas de los Estados Unidos,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/revitalizar-las-antiquas-ciudades-lla170702sp_0.pdf,https://www.lincolninst.edu/publications/articles/revitalizar-las-antiguas-ciudades-industriales-mas-pequenas-los-estados-unidos/,Articles,
GASB 77,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/gasb77-lla170703sp.pdf,https://www.lincolninst.edu/publications/articles/gasb-77-0/,Articles,
GASB 77,www.columbus.gov/uploadedFiles/Columbus/Elected_Officials/City_Auditor/Reports/CAFR/2016_CAFR.pdf,http://www.columbus.gov/uploadedFiles/Columbus/Elected_Officials/City_Auditor/Reports/CAFR/2016_CAFR.pdf,https://www.lincolninst.edu/publications/articles/gasb-77-0/,Articles,
El futuro de la renta en las escuelas públicas de los Estados Unidos proveniente del impuesto a la propiedad inmobiliaria,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/futuro-renta-escuelas-publicas-lla170704sp.pdf,https://www.lincolninst.edu/publications/articles/el-futuro-la-renta-en-las-escuelas-publicas-los-estados-unidos-proveniente-del/,Articles,
Nuevo libro del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nuevo-despues-de-grandes-catastrofes-lla170705sp_0.pdf,https://www.lincolninst.edu/publications/articles/nuevo-libro-del-instituto-lincoln-4/,Articles,
Nuevo libro del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nuevo-impuesto-propiedad-inmobiliaria-africa-lla170706sp.pdf,https://www.lincolninst.edu/publications/articles/nuevo-libro-del-instituto-lincoln-5/,Articles,
Nuevo informe del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nuevo-estudio-comparativo-lla170707sp.pdf,https://www.lincolninst.edu/publications/articles/nuevo-informe-del-instituto-lincoln-0/,Articles,
Inclusionary Housing in the United States,Download PDF,https://go.lincolninst.edu/thaden_wp17et1_0.pdf,https://www.lincolninst.edu/publications/working-papers/inclusionary-housing-in-united-states/,Working Papers,"September 2017, English"
Inclusionary Housing in the United States,Appendices,https://www.lincolninst.edu/sites/default/files/pubfiles/thaden_wp17et1_appendix_0.pdf,https://www.lincolninst.edu/publications/working-papers/inclusionary-housing-in-united-states/,Working Papers,"September 2017, English"
Revitalizing America’s Smaller Legacy Cities,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-02/pqbz4b/153411/1667407119HzE4qHbd/revitalizing_americas_smaller_legacy_cities_full.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/revitalizing-americas-smaller-legacy-cities/,Policy Focus Reports,"August 2017, English"
Urban Property and Land Taxation in Argentina,Download PDF,https://go.lincolninst.edu/goytia_wp17cg1.pdf,https://www.lincolninst.edu/publications/working-papers/urban-property-land-taxation-in-argentina/,Working Papers,"August 2017, English"
Message from the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/presidents-message-lla170701_0.pdf,https://www.lincolninst.edu/publications/articles/message-president-17/,Articles,
Revitalizing America’s Smaller Legacy Cities,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/revitalizing-smaller-legacy-cities-lla170702.pdf,https://www.lincolninst.edu/publications/articles/revitalizing-americas-smaller-legacy-cities/,Articles,
GASB 77,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/gasb-77-lla170703_0.pdf,https://www.lincolninst.edu/publications/articles/gasb-77/,Articles,
GASB 77,https://www.columbus.gov/uploadedFiles/Columbus/Elected_Officials/City_Auditor/Reports/CAFR/2016_CAFR.pdf,https://www.columbus.gov/uploadedFiles/Columbus/Elected_Officials/City_Auditor/Reports/CAFR/2016_CAFR.pdf,https://www.lincolninst.edu/publications/articles/gasb-77/,Articles,
The Future of U.S. Public School Revenue from the Property Tax,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/future-of-public-school-revenue-policy-brief-lla170704_0.pdf,https://www.lincolninst.edu/publications/articles/future-us-public-school-revenue-property-tax/,Articles,
New Lincoln Institute Book,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/announce-after-great-disasters-lla170705_0.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-book-4/,Articles,
New Lincoln Institute Book,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/announce-property-tax-in-africa-lla170706.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-book-5/,Articles,
New Lincoln Institute Report,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/announce-50-state-property-tax-comparison-lla170707_0.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-report-0/,Articles,
Land LinesJuly 2017,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-july-2017-full_6.pdf,https://www.lincolninst.edu/publications/issues/land-lines-july-2017/,Issues,July 2017
Eminent Domain and Social Conflict in Five Latin American Metropolitan Areas,Download PDF,https://www.lincolninst.edu/sites/default/files/pubfiles/eminent-domain-and-social-conflict-full.pdf,https://www.lincolninst.edu/publications/other/eminent-domain-social-conflict-five-latin-american-metropolitan-areas/,Other,"June 2017, English"
Evaluating the Effect of Differences in Revenue Systems on the Fiscal Health of Large U.S. Cities,Download PDF,https://go.lincolninst.edu/chernick_wp17hc1.pdf,https://www.lincolninst.edu/publications/working-papers/evaluating-effect-differences-in-revenue-systems-fiscal-health-large-us/,Working Papers,"June 2017, English"
The Effect of the Housing Crisis on the Finances of Central Cities,Download PDF,https://go.lincolninst.edu/chernick_wp17hc2.pdf,https://www.lincolninst.edu/publications/working-papers/effect-housing-crisis-finances-central-cities/,Working Papers,"June 2017, English"
Mensaje del presidente,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mensaje-del-presidente-lla170401sp.pdf,https://www.lincolninst.edu/publications/articles/mensaje-del-presidente-9/,Articles,
Tecnociudad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/tecnociudad-lla170402sp.pdf,https://www.lincolninst.edu/publications/articles/tecnociudad-7/,Articles,
Tecnociudad,Programa de Ciudadanos Conectados,https://docs.google.com/gview?url=https://s3-eu-west-1.amazonaws.com/waze-partner-assets/CCPFactSheet.pdf,https://www.lincolninst.edu/publications/articles/tecnociudad-7/,Articles,
Cómo aprovechar el capital,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/aprovechar-capital-lla170403sp.pdf,https://www.lincolninst.edu/publications/articles/como-aprovechar-el-capital/,Articles,
Estos planes no son pequeños,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/estos-planes-no-son-pequenos-lla170404sp.pdf,https://www.lincolninst.edu/publications/articles/estos-planes-no-son-pequenos/,Articles,
Munifinanzas,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/munifinanzas-lla170405sp.pdf,https://www.lincolninst.edu/publications/articles/munifinanzas/,Articles,
After Great Disasters,Download PDF,https://go.lincolninst.edu/AfterGreatDisasters,https://www.lincolninst.edu/publications/books/after-great-disasters/,Books,"June 2017, English"
Property Tax in Africa,Download PDF,https://go.lincolninst.edu/PropertyTaxInAfrica,https://www.lincolninst.edu/publications/books/property-tax-in-africa/,Books,"June 2017, English"
50-State Property Tax Comparison Study,Download PDF,https://www.lincolninst.edu/sites/default/files/pubfiles/50-state-property-tax-comparison-for-2016-full.pdf,https://www.lincolninst.edu/publications/other/50-state-property-tax-comparison-study-2016/,Other,"June 2017, English"
Where do Property Rights Matter More?,Download PDF,https://go.lincolninst.edu/monkkonen_wp17pm1.pdf,https://www.lincolninst.edu/publications/working-papers/where-do-property-rights-matter-more/,Working Papers,"May 2017, English"
Transition to the Property Tax in China,Download PDF,https://go.lincolninst.edu/dale-johnson_wp17dd1.pdf,https://www.lincolninst.edu/publications/working-papers/transition-property-tax-in-china/,Working Papers,"May 2017, English"
Indicadores de Gestão Fiscal e de Qualidade do Gasto nos Municípios Brasileiros,Download PDF,https://go.lincolninst.edu/rodrigues_afonso_wp17jr1po.pdf,https://www.lincolninst.edu/publications/working-papers/indicadores-gestao-fiscal-e-qualidade-do-gasto-nos-municipios/,Working Papers,"May 2017, Portuguese"
Prevención de asentamientos informales a través políticas de expansión urbana de lotificación con servicios para familias de bajos ingresos,Download PDF,https://go.lincolninst.edu/perez_casas_wp17mp1sp.pdf,https://www.lincolninst.edu/publications/working-papers/prevencion-asentamientos-informales-traves-politicas-expansion-urbana/,Working Papers,"May 2017, Spanish"
"Exploring the Linkage between Economic Base, Revenue Growth, and Revenue Stability in Large Municipal Governments",Download PDF,https://go.lincolninst.edu/overton_wp17mo1.pdf,https://www.lincolninst.edu/publications/working-papers/exploring-linkage-between-economic-base-revenue-growth-revenue-stability/,Working Papers,"May 2017, English"
Measuring the Fiscal Health of Municipalities,Download PDF,https://go.lincolninst.edu/mcdonald_wp17bm1.pdf,https://www.lincolninst.edu/publications/working-papers/measuring-fiscal-health-municipalities/,Working Papers,"May 2017, English"
The Impact of Industrial Diversification and Clustering on the Volatility of City Budgets,Download PDF,https://go.lincolninst.edu/overton_wp17mo2.pdf,https://www.lincolninst.edu/publications/working-papers/impact-industrial-diversification-clustering-volatility-city-budgets/,Working Papers,"May 2017, English"
Financial Sustainability Index,Download PDF,https://go.lincolninst.edu/pisano_wp17mp2.pdf,https://www.lincolninst.edu/publications/working-papers/financial-sustainability-index/,Working Papers,"May 2017, English"
Minnesota’s Road to a Legacy Amendment,Download PDF,https://go.lincolninst.edu/hartwell_wp17dh1.pdf,https://www.lincolninst.edu/publications/working-papers/minnesotas-road-legacy-amendment/,Working Papers,"May 2017, English"
Relocalizaciones Urbanas y Riesgos Ambientales,Download PDF,https://go.lincolninst.edu/ryan_wp19dr1sp-rev.pdf,https://www.lincolninst.edu/publications/working-papers/relocalizaciones-urbanas-riesgos-ambientales/,Working Papers,"May 2017, Spanish"
"Evaluation of Real Property Tax Abatements in Franklin County, Ohio",Download PDF,https://www.lincolninst.edu/sites/default/files/pubfiles/evaluation-real-property-tax-abatements-franklin-county-ohio-full.pdf,https://www.lincolninst.edu/publications/other/evaluation-real-property-tax-abatements-franklin-county-ohio/,Other,"May 2017, English"
"Evaluation of Real Property Tax Abatements in Franklin County, Ohio",here,https://www.lincolninst.edu/sites/default/files/gwipp/upload/miscellaneous/online_appendices_for_econ_devt_quarterly_article.pdf,https://www.lincolninst.edu/publications/other/evaluation-real-property-tax-abatements-franklin-county-ohio/,Other,"May 2017, English"
Message from the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/presidents-message-lla170401.pdf,https://www.lincolninst.edu/publications/articles/message-president-16/,Articles,
City Tech,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/city-tech-lla170402.pdf,https://www.lincolninst.edu/publications/articles/city-tech-6/,Articles,
Landing Capital,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/landing-capital-lla0417003_1.pdf,https://www.lincolninst.edu/publications/articles/landing-capital/,Articles,
No Little Plans,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/no-little-plans-lla170404.pdf,https://www.lincolninst.edu/publications/articles/no-little-plans/,Articles,
Muni Finance,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/muni-finance-lla170405.pdf,https://www.lincolninst.edu/publications/articles/muni-finance-1/,Articles,
Land LinesApril 2017,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-april-2017-full_2.pdf,https://www.lincolninst.edu/publications/issues/land-lines-april-2017/,Issues,April 2017
A Framework for a Financial Sustainability Index,Download PDF,https://go.lincolninst.edu/pisano_wp17mp1.pdf,https://www.lincolninst.edu/publications/working-papers/framework-financial-sustainability-index/,Working Papers,"April 2017, English"
State Government and Urban Revitalization,Download PDF,https://go.lincolninst.edu/mallach_wp17am1.pdf,https://www.lincolninst.edu/publications/working-papers/state-government-urban-revitalization/,Working Papers,"April 2017, English"
Taller sobre reajuste de suelo,Download PDF,https://go.lincolninst.edu/doebele_wp17wd1sp.pdf,https://www.lincolninst.edu/publications/working-papers/taller-sobre-reajuste-suelo/,Working Papers,"April 2017, Spanish"
Mensaje del presidente,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mensaje-del-presidente-llaw1701sp_0.pdf,https://www.lincolninst.edu/publications/articles/mensaje-del-presidente-8/,Articles,
Tecnociudad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/tecnociudad-llaw1702sp.pdf,https://www.lincolninst.edu/publications/articles/tecnociudad-6/,Articles,
La estrella del sur,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/estrella-del-sur-llaw1703sp.pdf,https://www.lincolninst.edu/publications/articles/la-estrella-del-sur/,Articles,
Dinero dejado sobre la mesa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/dinero-dejado-sobre-la-mesa-llaw1704sp_0.pdf,https://www.lincolninst.edu/publications/articles/dinero-dejado-sobre-la-mesa/,Articles,
Dinero dejado sobre la mesa,www.gao.gov/assets/680/676558.pdf,http://www.gao.gov/assets/680/676558.pdf,https://www.lincolninst.edu/publications/articles/dinero-dejado-sobre-la-mesa/,Articles,
Dinero dejado sobre la mesa,www.gao.gov/assets/600/590926.pdf,http://www.gao.gov/assets/600/590926.pdf,https://www.lincolninst.edu/publications/articles/dinero-dejado-sobre-la-mesa/,Articles,
Dinero dejado sobre la mesa,www.gao.gov/assets/670/669134.pdf,http://www.gao.gov/assets/670/669134.pdf,https://www.lincolninst.edu/publications/articles/dinero-dejado-sobre-la-mesa/,Articles,
Cómo planificar la equidad social,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/como-planificar-equidad-social-llaw1705sp_0.pdf,https://www.lincolninst.edu/publications/articles/como-planificar-la-equidad-social/,Articles,
Cómo planificar la equidad social,www.dallascityhall.com/departments/pnv/DCH%20Documents/Neighborhood-Plus-June17-small.pdf,http://www.dallascityhall.com/departments/pnv/DCH%20Documents/Neighborhood-Plus-June17-small.pdf,https://www.lincolninst.edu/publications/articles/como-planificar-la-equidad-social/,Articles,
Cómo planificar la equidad social,http://dallascityhall.com/government/Council%20Meeting%20Documents/b_reducing-the-epidemic-of-poverty-and-ending-the-opportunity-gap_combined_090716.pdf,http://dallascityhall.com/government/Council%20Meeting%20Documents/b_reducing-the-epidemic-of-poverty-and-ending-the-opportunity-gap_combined_090716.pdf,https://www.lincolninst.edu/publications/articles/como-planificar-la-equidad-social/,Articles,
Cómo planificar la equidad social,www.urban.org/sites/default/files/alfresco/publication-pdfs/2000288-Worlds-Apart-Inequality-between-Americas-Most-and-Least-Affluent-Neighborhoods.pdf,http://www.urban.org/sites/default/files/alfresco/publication-pdfs/2000288-Worlds-Apart-Inequality-between-Americas-Most-and-Least-Affluent-Neighborhoods.pdf,https://www.lincolninst.edu/publications/articles/como-planificar-la-equidad-social/,Articles,
Nuevo libro del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nuevo-naturaleza-ciudades-llaw1706sp.pdf,https://www.lincolninst.edu/publications/articles/nuevo-libro-del-instituto-lincoln-3/,Articles,
Message from the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/president-message-w17ll.pdf,https://www.lincolninst.edu/publications/articles/message-president-15/,Articles,
City Tech,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/city-tech-w17ll_0.pdf,https://www.lincolninst.edu/publications/articles/city-tech-11/,Articles,
South Star,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/south-star-w17ll_0.pdf,https://www.lincolninst.edu/publications/articles/south-star/,Articles,
Money on the Table,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/money-on-the-table-w17ll_1.pdf,https://www.lincolninst.edu/publications/articles/money-table/,Articles,
Planning for Social Equity,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/planning-for-social-equity-w17ll_0.pdf,https://www.lincolninst.edu/publications/articles/planning-social-equity/,Articles,
New Lincoln Institute Book,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/announce-nature-and-cities-w17ll.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-book-3/,Articles,
Land LinesFebruary 2017,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-winter-2017-full_0.pdf,https://www.lincolninst.edu/publications/issues/land-lines-winter-2017/,Issues,February 2017
Building a Large Landscape Conservation Community of Practice,Download PDF,https://go.lincolninst.edu/johnson_wp17sj1.pdf,https://www.lincolninst.edu/publications/working-papers/building-large-landscape-conservation-community-practice/,Working Papers,"February 2017, English"
Para leer el suelo urbano,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-02/pqbz11/153411/1667402775MoAaKI2k/para_leer_el_suelo_urbano_catastros_full.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/para-leer-el-suelo-urbano/,Policy Focus Reports,"January 2017, Spanish"
Public Acceptability and Land Value Taxation,Download PDF,https://go.lincolninst.edu/duke_wp17jd1.pdf,https://www.lincolninst.edu/publications/working-papers/public-acceptability-land-value-taxation/,Working Papers,"January 2017, English"
Towards Property Tax Compliance,Download PDF,https://go.lincolninst.edu/beale_wp16tb1.pdf,https://www.lincolninst.edu/publications/working-papers/towards-property-tax-compliance/,Working Papers,"December 2016, English"
Nonprofit PILOTs (Payments in Lieu of Taxes),Download PDF,https://go.lincolninst.edu/l/153411/2022-11-01/pqbxnf/153411/1667317784nlfkTqB7/nonprofit_pilots_policy_brief_v2.pdf,https://www.lincolninst.edu/publications/policy-briefs/nonprofit-pilots-payments-in-lieu-taxes/,Policy Briefs,"November 2016, English"
Potencial e Exploração do Imposto Patrimonial Imobiliário no Brasil,Download PDF,https://go.lincolninst.edu/afonso_wp16ja1po.pdf,https://www.lincolninst.edu/publications/working-papers/potencial-e-exploracao-do-imposto-patrimonial-imobiliario-no-brasil/,Working Papers,"November 2016, Portuguese"
Mensaje del presidente,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mensaje-del-presidente-lla161001sp.pdf,https://www.lincolninst.edu/publications/articles/mensaje-del-presidente-1/,Articles,
Tecnociudad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/tecno-ciudad-lla161002sp.pdf,https://www.lincolninst.edu/publications/articles/tecnociudad-0/,Articles,
Conservación de precisión,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/conservacion-de-precision-lla161003sp.pdf,https://www.lincolninst.edu/publications/articles/conservacion-precision/,Articles,
Problemas de límites,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/problemas-de-limites-lla161004sp_0.pdf,https://www.lincolninst.edu/publications/articles/problemas-limites/,Articles,
WPA 2.0,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/wpa-2-0-lla161005sp.pdf,https://www.lincolninst.edu/publications/articles/wpa-20-0/,Articles,
WPA 2.0,http://www.railstotrails.org/resources/documents/resource_docs/Safe%20Communities_F_lr.pdf,http://www.railstotrails.org/resources/documents/resource_docs/Safe%20Communities_F_lr.pdf,https://www.lincolninst.edu/publications/articles/wpa-20-0/,Articles,
Nuevo libro del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nuevo-naturaleza-ciudades-lla161006sp.pdf,https://www.lincolninst.edu/publications/articles/nuevo-libro-del-instituto-lincoln-0/,Articles,
Nuevo Informe sobre Enfoque en Políticas de Suelo del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nuevo-adopcion-programas-compra-lla161007sp.pdf,https://www.lincolninst.edu/publications/articles/nuevo-informe-sobre-enfoque-en-politicas-suelo-del-instituto-lincoln-0/,Articles,
Atlas of Urban Expansion—2016 Edition,Download PDF,https://www.lincolninst.edu/sites/default/files/pubfiles/atlas-of-urban-expansion-2016-volume-1-full.pdf,https://www.lincolninst.edu/publications/other/atlas-urban-expansion-2016-edition/,Other,"October 2016, English"
Atlas of Urban Expansion—2016 Edition,Download PDF,https://www.lincolninst.edu/sites/default/files/pubfiles/atlas-of-urban-expansion-2016-volume-2-full.pdf,https://www.lincolninst.edu/publications/other/atlas-urban-expansion-2016-edition-0/,Other,"October 2016, English"
Message from the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/president-message-1016ll_0.pdf,https://www.lincolninst.edu/publications/articles/message-president-4/,Articles,
City Tech,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/city-tech-open-reblock-1016ll_1.pdf,https://www.lincolninst.edu/publications/articles/city-tech-2/,Articles,
Boundary Issues,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/boundary-issues-1016ll.pdf,https://www.lincolninst.edu/publications/articles/boundary-issues/,Articles,
WPA 2.0,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/wpa-2-0-1016ll.pdf,https://www.lincolninst.edu/publications/articles/wpa-20/,Articles,
WPA 2.0,http://www.america2050.org/pdf/globalgatewayregions.pdf,http://www.america2050.org/pdf/globalgatewayregions.pdf,https://www.lincolninst.edu/publications/articles/wpa-20/,Articles,
New Lincoln Institute Book,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/announce-nature-and-cities-1016ll.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-book-0/,Articles,
New Lincoln Institute Policy Focus Report,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/announce-buy-in-for-buyouts-1016ll.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-policy-focus-report-1/,Articles,
Land LinesOctober 2016,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-october-2016-full_3.pdf,https://www.lincolninst.edu/publications/issues/land-lines-october-2016/,Issues,October 2016
Sistemas del impuesto predial en América Latina y el Caribe,Download PDF,https://go.lincolninst.edu/PropertyTaxSystemsLatinAmericaCaribbeanES,https://www.lincolninst.edu/publications/books/sistemas-del-impuesto-predial-en-america-latina-el-caribe/,Books,"October 2016, Spanish"
